NUISANCE_PARAMETERS
SigXsecOverSM  -0.0429933 +0.476988 -0.476988
1.07675e-05   1.98294e-06   9.8522e-08   -5.05591e-06   -4.44988e-06   -7.14782e-07   1.42155e-06   1.49239e-07   7.63224e-07   5.54997e-07   -2.06452e-06   -2.53561e-06   1.94197e-06   3.1251e-07   3.86211e-06   -7.01046e-07   -8.09867e-06   -1.08708e-05   -8.03024e-06   -4.66482e-06   4.04933e-07   1.01754e-06   1.928e-06   1.17287e-06   4.45547e-06   3.902e-06   -1.04077e-06   -3.97583e-06   3.82011e-06   4.95175e-05   9.02513e-07   -9.66329e-06   -4.73299e-06   2.96372e-07   -2.64448e-06   -1.35759e-06   1.59845e-06   3.08216e-06   -8.7187e-06   7.1265e-07   -9.81795e-07   -2.10072e-05   2.20245e-05   5.19689e-07   3.39224e-06   -2.77913e-06   -3.32773e-06   -1.63547e-06   -8.67855e-06   -1.09861e-05   1.3054e-05   -1.63493e-06   2.01794e-07   -8.7104e-08   8.89298e-08   5.75927e-07   1.11776e-06   -3.5362e-07   -2.67805e-07   5.64592e-07   1.60092e-08   1   1.02933e-06   -7.6656e-07   -9.07024e-07   4.15909e-06   -3.61014e-07   9.59406e-10   -1.03521e-05   -3.05613e-06   8.95545e-09   -1.24716e-06   5.53064e-07   1.56629e-05   2.14355e-05   1.85276e-07   2.22842e-05   -6.755e-07   -1.54078e-06   -1.24745e-06   3.19075e-07   -1.68641e-06   2.47537e-06   -2.91248e-07   -1.76439e-09   6.51685e-08   -1.17445e-06   -2.0945e-07   -2.97722e-08   -6.16817e-07   2.89195e-07   8.97665e-09   1.0506e-06   -1.72013e-06   -4.05199e-07   6.3776e-06   1.11472e-06   9.05429e-07   -2.27719e-06   1.64152e-06   5.12806e-07   -6.65568e-06   -1.00082e-05   1.06981e-06   -2.15083e-06   6.63357e-06   2.09225e-06   1.88626e-08   2.95689e-07   5.65178e-07   1.39747e-07   2.87303e-07   2.96399e-07   -2.84619e-07   -1.39906e-07   4.67002e-07   -8.07743e-08   1.46454e-06   9.89753e-07   -5.6629e-10   1.05739e-06   3.32024e-07   3.51238e-06   5.91113e-07   -1.06559e-06   -2.01994e-06   -1.74739e-06   3.26256e-07   -2.59586e-07   -1.29061e-06   8.89772e-09   -1.90579e-08   3.0214e-07   -3.19623e-07   4.60972e-08   -1.17336e-06   -1.34662e-06   5.82708e-07   8.93724e-09   -8.26402e-09   1.05918e-07   -3.78647e-07   4.39535e-07   2.862e-06   1.61133e-06   1.32727e-05   
0.000571069   -1.27683e-06   -6.31448e-05   0.00016349   9.73454e-05   2.85481e-05   -0.000375408   -0.000184209   -0.000100027   -0.000159663   -8.57884e-05   0.000143144   0.000531082   -1.39253e-06   7.55071e-05   6.33796e-05   -0.00250764   1.12737e-05   0.000944158   0.0012116   0.000696943   0.000860449   -0.000950098   -1.4598e-07   -0.000798839   -0.000736983   -6.53155e-05   0.000166651   -0.000226117   0.000789267   0.000201203   -0.000201882   -0.00059543   -0.000526333   -0.000111572   -3.28894e-06   0.000129709   0.000169886   0.000332426   9.48812e-06   -0.000443243   0.000832818   0.00144933   0.000202654   -0.000425847   -0.00129331   -0.000767591   0.00130002   0.000100452   0.000350873   0.00033431   -0.000443485   -8.37952e-06   -9.25572e-06   -2.64658e-05   -8.32993e-05   -0.000157755   5.16849e-05   3.44468e-07   3.04288e-07   1   1.60092e-08   -0.000200863   4.12605e-06   -8.3714e-05   0.000422592   -0.000195944   2.00098e-05   -0.000792509   -0.00185406   8.43393e-09   -7.85596e-05   6.82807e-05   0.000427377   1.81958e-05   0.000211038   0.000249317   1.37315e-05   1.6756e-05   -1.4309e-05   -2.13507e-05   -2.25692e-05   -0.0001934   5.09044e-05   -1.1184e-06   -5.35806e-06   0.000108159   5.31954e-06   -1.00173e-05   -2.7599e-05   -1.13898e-06   9.24184e-09   -3.31597e-05   -0.000108709   1.14351e-05   -0.000246482   1.22867e-05   -1.74875e-05   0.000378344   -4.5239e-06   1.21435e-05   -0.000901342   -0.00063524   -7.1977e-05   -0.000126993   7.96955e-05   0.000416239   2.87522e-08   -2.10805e-06   5.76421e-07   -6.84784e-06   3.08509e-07   3.01583e-07   7.24522e-08   -7.97404e-06   -3.88305e-05   1.73505e-05   -0.0001406   -3.00343e-05   -5.94915e-08   -0.000191544   9.08568e-05   -0.000162255   -6.27116e-05   -0.000272929   9.06833e-06   -0.000499358   1.72127e-05   -6.53396e-06   -1.13255e-05   -2.46642e-09   5.10361e-06   -1.89392e-06   2.14788e-05   -2.15364e-05   8.40725e-05   -6.92206e-05   3.21061e-07   -6.92682e-07   -4.35733e-08   -1.2848e-06   -2.09377e-05   2.73431e-06   3.60611e-05   1.3534e-05   -0.00198261   
1.35472e-05   1.42198e-06   7.4723e-07   8.58537e-06   6.77931e-06   3.52567e-06   -2.66973e-06   -8.74978e-07   -2.18968e-06   -8.03783e-07   1.28976e-06   1.86452e-07   -1.4658e-06   3.80187e-07   -2.20904e-06   2.06375e-06   1.16379e-05   9.61229e-06   5.44234e-07   2.10185e-07   -3.23104e-07   -5.99957e-07   -2.90274e-06   -7.96955e-07   -3.03561e-06   -4.668e-06   -6.23423e-07   2.81827e-06   -1.00743e-05   -4.75212e-05   -2.16863e-06   6.78519e-06   9.66392e-06   5.64264e-06   7.86861e-06   5.5087e-06   4.90657e-07   2.0219e-06   -2.49034e-06   -2.44709e-08   1.61796e-06   -1.86842e-06   1.88244e-05   1.38379e-06   -2.54331e-07   -9.95756e-07   -3.5984e-07   8.78918e-06   1.73959e-05   1.02306e-05   -9.29883e-06   5.42786e-06   6.6946e-07   9.22138e-08   -4.60121e-07   -1.5348e-06   -2.44838e-06   7.35824e-07   -1.82362e-08   1   3.04288e-07   5.64592e-07   -8.79974e-07   1.01012e-06   4.71914e-06   -3.90107e-06   7.34229e-06   2.36896e-07   7.12527e-07   -1.0449e-05   -8.93994e-09   1.79132e-06   3.59927e-06   1.23874e-05   -2.11548e-05   2.07948e-07   -1.74946e-05   -2.49519e-07   2.9719e-08   -6.4045e-07   3.47002e-07   -5.09482e-07   2.13018e-06   1.72356e-07   -4.5366e-08   6.07436e-07   2.92492e-07   1.0827e-08   1.63583e-07   7.85927e-07   3.80808e-07   -8.95775e-09   -1.47365e-06   -1.02493e-06   -5.74042e-07   -1.03715e-06   -8.47852e-08   1.0021e-06   1.69263e-06   2.04054e-06   -4.72956e-07   2.62572e-06   -6.03058e-06   -4.71613e-06   1.79377e-05   -4.16733e-07   -3.47558e-07   2.68455e-07   5.68085e-07   5.83013e-07   5.35711e-07   2.87053e-07   2.77868e-07   2.27266e-08   -4.9631e-08   -9.05959e-08   1.12187e-06   6.2408e-06   1.21083e-06   -3.45017e-10   -1.45662e-05   -3.94338e-07   -3.37654e-06   -4.69952e-07   -2.9007e-06   3.00992e-06   -9.4513e-06   -3.35435e-07   -6.05785e-07   1.88076e-06   -8.98397e-09   3.40539e-07   5.43754e-07   2.79751e-07   5.34527e-07   -1.60782e-07   -1.53437e-06   2.7837e-07   -8.93832e-09   -9.10026e-09   1.59334e-07   -8.20899e-08   2.55559e-08   -2.11145e-06   -9.87232e-07   -2.87186e-05   
4.23786e-06   -2.48051e-06   -6.45992e-07   -5.76533e-06   -4.74328e-06   -1.13415e-06   8.38255e-07   -7.12523e-07   1.92622e-06   8.83014e-07   -2.69472e-06   -2.00585e-06   5.74431e-06   3.79576e-07   5.53446e-06   -2.18951e-06   -5.01065e-06   -8.8491e-06   -7.89286e-06   -5.79743e-06   -2.50538e-06   -1.05918e-06   1.91065e-06   1.4976e-06   5.37981e-06   4.21151e-06   -6.52179e-07   -6.29441e-06   4.08963e-06   5.37916e-05   2.74803e-06   -9.80904e-06   -9.11797e-06   -2.24389e-06   -2.52206e-06   -1.07124e-06   1.03247e-06   -1.78834e-07   -5.77209e-06   3.65719e-07   7.0728e-07   -9.13896e-06   1.47726e-05   1.61746e-06   3.71055e-06   -1.26404e-05   -1.48924e-06   -1.38797e-06   -1.20296e-05   -1.27029e-05   8.72812e-06   -1.06132e-05   -6.50101e-07   -8.21983e-07   -2.10806e-07   3.06647e-08   3.06544e-09   -3.8756e-07   1   -1.82362e-08   3.44468e-07   -2.67805e-07   8.55669e-07   -9.72419e-07   -3.45479e-06   2.68451e-06   -7.36703e-06   -3.72798e-08   -1.88352e-05   -6.65126e-06   -2.07748e-11   -3.79109e-06   -2.75902e-06   -7.37764e-07   2.14454e-05   -2.58315e-06   2.63202e-05   4.43176e-07   7.14687e-07   4.27464e-07   -4.43236e-07   2.34852e-07   -3.62293e-06   -3.93338e-07   5.25172e-09   1.95979e-07   -5.09314e-06   -2.41957e-07   -1.12269e-07   -5.22279e-07   3.40599e-07   1.71868e-11   6.31303e-07   -1.06583e-06   -9.35481e-07   4.06594e-06   5.23978e-07   -1.31756e-06   1.80464e-06   1.98211e-06   6.99086e-07   -6.37636e-06   -6.53556e-06   4.05847e-07   -9.99148e-06   3.21008e-06   1.73023e-06   -5.63131e-07   4.65876e-09   1.11958e-10   -3.9122e-07   9.68447e-09   6.06491e-10   -5.4833e-07   -8.64537e-08   1.99809e-07   -1.21776e-06   -1.97787e-06   7.24633e-07   8.22163e-09   -4.85805e-07   1.19678e-06   3.35947e-06   -2.3587e-07   1.50072e-06   -4.49243e-06   -1.77398e-06   7.20698e-07   -2.0201e-07   -1.36405e-06   -2.18881e-10   2.74648e-07   2.86934e-07   -4.64423e-07   -9.54248e-08   -2.25692e-06   -1.63163e-06   2.70892e-11   -1.58094e-10   9.05118e-11   1.10876e-07   -2.96572e-07   1.18116e-07   2.2281e-06   2.33564e-06   6.91672e-06   
0.0115812   0.00808322   -0.000368045   0.0072704   0.00680957   0.00450545   -0.00211366   -0.00201017   -0.00293424   -0.00420443   -0.000911746   -0.000736359   0.00127046   0.000528003   -0.000915635   -0.00140845   0.0107109   0.00889421   3.14799e-05   -0.00108756   -0.0023586   -0.00113622   0.000585137   0.00176498   0.00023139   -0.00329103   -0.000522716   -3.66994e-05   -0.00183764   0.00784953   0.00251077   -0.000301752   -0.00340257   -0.00179577   0.000224442   0.00134943   0.00190854   0.000752484   -0.00101604   -0.000245005   0.000915506   0.00338734   0.0143744   0.000112504   -0.00193291   -0.0132736   -0.0023474   0.00442238   0.0056511   -0.00911181   -0.00818052   -0.0053425   0.000266877   -2.51334e-05   -0.000170933   0.00138407   0.000411966   1   -3.8756e-07   7.35824e-07   5.16849e-05   -3.5362e-07   -0.000357277   7.52677e-05   0.000389373   0.00143644   0.000605557   -4.75916e-05   -0.00632251   -0.00984685   -4.522e-08   -0.00133765   0.00112021   -0.00296217   -4.10728e-05   0.00186911   0.00177949   -0.000279366   5.31063e-05   -0.000292391   0.000627903   1.04284e-05   0.000351928   0.000386807   -1.16695e-05   0.000227853   0.000121616   1.33363e-05   -5.78856e-05   0.000398512   0.000517193   -2.56689e-08   -0.000416327   -0.000874991   -0.000235538   0.00114243   -0.000486058   0.0037067   0.000181203   0.00278331   -0.000149525   0.00635875   -0.00514738   -0.00102217   0.00253054   -0.00249927   0.00343389   -6.53932e-07   1.43534e-05   3.21227e-07   -4.44813e-05   -4.24024e-07   -1.90144e-07   8.06195e-06   -5.63856e-05   -0.00010116   0.000172236   -0.00182468   0.000354045   -1.14424e-06   -0.00492017   -0.000943226   -0.000856041   -0.00019664   -0.00704242   0.00338692   -0.00410736   -0.000132278   -0.000100631   -0.000438047   -6.84039e-07   3.1407e-05   -3.22631e-05   9.13232e-06   -1.33866e-05   0.000270642   -0.00116766   4.62076e-07   -4.80412e-07   -1.19419e-07   0.000126307   -9.54207e-06   -2.58251e-05   0.000438449   0.000533571   -0.0170582   
-0.0227138   0.00174427   0.000146358   -0.0124794   -0.0118166   -0.00571693   0.00863527   0.00684787   0.00396717   0.00466131   0.00312456   -0.00332706   -0.00912889   -0.0011043   -0.0100178   0.000138806   -0.0301936   -0.0201391   0.00220442   0.00487375   0.00962144   0.002532   0.0032351   -0.00234055   0.000487296   0.00694568   0.00103972   -0.0137164   0.00755842   -0.0310587   -0.0119062   -0.0047396   0.00243066   0.0022816   -0.00420035   -0.0023317   -0.000337342   0.00424773   0.00786969   0.000830884   -0.0013873   -0.0122202   -0.0347902   -0.00653918   -0.00323434   0.0169408   0.00452799   -0.0162449   -0.00377239   0.0240719   0.00321246   0.0150347   0.000158306   8.13295e-05   0.000497627   0.00364633   1   0.000411966   3.06544e-09   -2.44838e-06   -0.000157755   1.11776e-06   0.000753744   -0.00011945   0.000956085   -0.000285504   -0.00196697   0.000141762   0.0137224   0.0481474   4.7734e-08   0.00259059   -0.00171364   -0.000795896   7.37445e-05   -0.00467058   -0.00504261   0.000438284   0.00173481   0.00141692   0.000334139   0.0021933   0.000106124   -0.00113197   3.14524e-05   -0.000415856   0.000318869   -4.37173e-05   2.32128e-05   -0.000604691   -0.00106797   -2.35415e-08   0.00252643   0.00173989   -0.0022968   -0.0108001   0.00145677   0.0008593   -0.0088031   -0.00575155   -0.00162658   -0.00942534   0.010297   -0.00012925   -0.0135696   0.00809823   -0.000384962   6.25267e-07   -3.75246e-05   -3.56483e-07   0.000105824   1.04906e-06   1.55884e-06   3.73215e-05   0.000126836   0.000186795   0.00109157   0.0049588   -0.000849575   2.09781e-06   0.0163184   0.000529203   0.00579175   0.00176618   0.00816975   -0.0105725   0.0256249   0.000101472   2.06133e-05   0.00402637   1.70143e-07   -0.000186165   7.78172e-05   0.000447608   -0.000419888   -0.000428669   0.00581537   -8.39528e-07   6.24673e-07   1.08576e-06   -0.000216329   1.54509e-05   -0.000127812   -0.00219851   -0.0011901   0.0828767   
-0.0133787   0.0014062   9.71752e-05   -0.00571098   -0.00518884   -0.00178817   0.00522103   0.00383434   0.00228992   0.00212116   0.00125761   -0.00205872   -0.00559067   -0.000659192   -0.00667269   0.000453344   -0.0165579   -0.0114461   0.000774926   0.00227138   0.00498292   0.00148564   0.00186213   -0.00103765   0.000508515   0.00387924   0.000625876   -0.00782572   0.00429381   -0.0176501   -0.00723134   -0.00318357   0.00139243   0.00189516   -0.00151549   -0.00117138   -0.000495054   0.00193275   0.00462413   0.000456629   -5.86143e-05   -0.00629096   -0.0205048   -0.00381898   -0.00174249   0.00923647   0.00259642   -0.009431   -0.00111027   0.012694   0.00130113   0.00912312   0.000160312   3.90364e-05   0.000286289   1   0.00364633   0.00138407   3.06647e-08   -1.5348e-06   -8.32993e-05   5.75927e-07   0.000366493   -4.60628e-05   0.000712654   -4.18791e-05   -0.00132066   7.52531e-05   0.00729093   0.0262854   -2.62413e-08   0.00152747   -0.00112811   -0.000804825   3.39664e-05   -0.0025488   -0.00264735   0.000203377   0.000909979   0.000676299   0.000233321   0.00109846   0.000507539   -0.000712709   1.76061e-05   -0.00023335   0.000305183   -3.15681e-05   1.49524e-05   -2.62342e-05   -0.00062651   -4.34478e-08   0.00141716   0.00106039   -0.0013128   -0.00592816   0.000785076   0.000686958   -0.00462443   -0.00338754   -0.00108359   -0.00544544   0.00636194   -8.43586e-05   -0.00775352   0.00432409   -0.000220879   6.77933e-07   -2.0694e-05   -3.12789e-07   6.63332e-05   8.6187e-07   1.12736e-06   2.12301e-05   6.34734e-05   9.96819e-05   0.000784242   0.00257833   -0.000453877   3.96495e-07   0.00903898   -0.000188177   0.00314079   0.0011183   0.00389861   -0.0059119   0.0150341   3.12537e-05   -2.70594e-05   0.00222368   6.94802e-08   -0.00011269   4.47575e-05   0.00024779   -0.0002415   -0.000265503   0.00318211   -6.18633e-07   2.97516e-07   4.51151e-07   -0.000114211   1.00966e-05   -9.042e-05   -0.00134205   -0.000756706   0.0418676   
0.0037907   0.00219305   -0.00113032   -0.00540742   -0.000446704   -0.000410175   0.000684185   0.00161476   0.00153858   0.00335983   -0.00296949   -0.00469875   0.000872183   -6.2513e-05   -7.45246e-05   0.00272977   -0.00178688   -0.00245388   0.000882062   0.00489292   0.00173198   -0.000377319   0.00114893   0.000275503   0.000830448   0.00108127   -9.96118e-05   0.0037729   -0.00571563   -0.00493163   0.000163188   0.00218416   -0.00323361   -0.000329824   0.00233279   7.04645e-05   -0.000428535   -0.00273993   -0.00392844   -0.000749978   0.00615904   -0.00172553   -0.00358723   0.000320852   -0.00282314   -0.0138282   -0.00162017   -0.00217742   0.000362689   0.00188072   0.000810431   -0.012243   0.000433735   8.38632e-05   1   0.000286289   0.000497627   -0.000170933   -2.10806e-07   -4.60121e-07   -2.64658e-05   8.89298e-08   -0.00106757   -0.000166463   -0.00138275   -0.0017756   0.000547397   2.32801e-05   -0.00452669   -0.00855998   5.16869e-08   -0.00246788   0.0043955   0.0158375   -0.000151068   -0.00676765   -0.00672235   -0.000419454   -0.0010988   -0.00066176   1.17638e-05   -0.000952573   0.00179539   -0.000787885   -6.47195e-05   -0.00104131   0.011679   -5.76474e-06   -0.000177679   1.21189e-06   -4.73877e-05   3.58471e-09   0.000859022   -0.000183357   0.000184195   -0.00249214   -0.00127901   0.00073133   -0.00334993   -0.000311015   -1.24748e-05   0.00311227   -0.00098796   -0.00196256   -0.0112973   -0.00735917   0.00319809   -1.73754e-08   -5.49152e-06   4.18465e-07   1.20256e-06   4.44086e-07   1.02719e-06   -5.59579e-06   2.03819e-06   -0.000424103   0.000166788   -0.00516259   0.000119919   -1.36512e-06   0.00750991   0.000679779   0.00169561   -0.000126204   0.000440049   -0.00313658   0.0074522   0.00168278   4.72365e-05   0.00104309   -4.10555e-07   3.35851e-06   4.1558e-06   0.00102409   -0.00100265   0.000976642   0.00482902   -1.52707e-07   -8.94273e-07   -3.90253e-07   3.26956e-06   0.000108684   -0.000336332   6.29695e-05   0.000476608   0.00660592   
-0.0123306   -0.00102864   -0.000571503   0.000501775   0.000608989   0.00353658   -0.00115776   -0.000700283   -0.00106237   -0.00216324   -0.00552313   0.000407262   0.0032986   -6.75252e-05   -0.00317996   -0.00178811   -0.000370687   -0.000650271   0.00200533   0.00208106   -0.000639266   0.00100014   0.00101956   0.000901843   -0.000560684   0.00130991   0.000286582   0.000422027   -0.00397652   0.000245593   0.00104427   -0.00102791   -0.00117414   -0.000961688   -0.000259899   0.000613503   -0.000796688   0.0010959   0.00292829   -0.000129906   -0.00271492   0.00023857   -0.00250177   -0.00240636   -0.00223785   0.00680341   1.96439e-05   -0.000167981   -0.00243557   -0.000432434   0.00065498   0.00278446   -0.000586638   1   8.38632e-05   3.90364e-05   8.13295e-05   -2.51334e-05   -8.21983e-07   9.22138e-08   -9.25572e-06   -8.7104e-08   0.00057467   0.000138731   -0.000320932   -0.000177162   -0.000950122   7.80411e-06   -1.43846e-05   0.00179603   -1.85748e-09   -0.000750955   -0.00182492   0.0104611   1.28787e-06   0.00167933   0.0016496   0.000688351   0.00218681   0.00193642   9.90173e-05   0.00276281   -0.00655077   -3.60564e-05   -1.76831e-05   -0.00010706   -0.00119019   -3.95905e-06   -9.07041e-05   -0.000223516   -5.32514e-05   -1.41044e-08   0.000561407   0.00045277   -0.000390851   -0.00028574   -0.000194719   -0.000637586   -0.000369132   -0.000338728   -0.000516297   0.00297988   0.00280488   -0.0020545   0.00316673   -0.00136091   0.000128493   -6.9007e-07   -1.17721e-06   -2.87234e-07   2.43622e-05   -3.2393e-07   -7.2456e-07   1.17169e-05   2.23208e-05   -0.000193467   -0.000274634   0.000579297   -0.000462198   8.40017e-08   -0.00275885   -9.80017e-05   -0.000700995   -0.00020429   0.000750717   0.000529644   -0.00299568   -0.000361395   7.20936e-06   -0.000193823   9.89275e-07   8.07948e-06   -9.28242e-07   8.27415e-05   -8.11777e-05   0.000411424   -0.00193556   -3.00201e-07   1.51641e-07   3.74001e-07   -7.72203e-05   5.53472e-05   -1.15887e-05   -0.000118996   0.000244197   0.00101569   
-0.0167403   -0.0095309   0.000849556   0.00195747   0.00254919   -0.000306296   -0.00548981   -0.00324983   -0.00439924   -0.00163893   -0.00791181   0.00298585   0.00867899   0.000663987   -0.00137989   -0.00437789   0.000357915   -0.000578284   0.00257945   0.00355461   -0.00056491   0.0018728   -0.0013289   -0.000932406   -0.000254714   0.00352567   0.000370666   -0.00100582   -0.000300555   0.00121895   0.000192739   0.000108583   0.00014858   -0.00139169   0.000469736   0.00259625   0.0010684   0.00194057   0.00173781   -0.000227136   -0.00250628   -0.000317856   -0.00680813   -0.00165954   -0.0021798   0.0214574   0.00053949   0.00167143   -0.0085504   0.00529679   0.00707844   0.00853433   1   -0.000586638   0.000433735   0.000160312   0.000158306   0.000266877   -6.50101e-07   6.6946e-07   -8.37952e-06   2.01794e-07   0.00161001   0.000309696   -0.000705544   -0.00049524   -0.00150202   5.65317e-06   0.00438665   0.00634158   -6.61635e-09   1.85925e-05   -0.00572662   0.0216725   2.39506e-05   0.0038454   0.00344766   0.00123502   0.00331376   0.00352543   -0.000167446   0.00464338   -0.0126232   0.000591764   1.5178e-06   9.20729e-05   -0.00426861   0.000128362   0.0001339   -0.00116657   0.000658745   -2.89133e-08   0.000445951   0.000597837   -0.00027355   0.00193627   -0.000395325   -0.00425841   0.000727011   0.00342552   -0.000224144   0.00410761   0.00379483   -0.000479026   0.00892629   -0.00220423   -0.00136279   -3.5662e-07   -6.27515e-07   1.024e-06   3.74189e-05   -1.08169e-07   2.32305e-07   5.41487e-06   2.79087e-05   -1.63003e-05   -0.00106195   0.00288559   -0.000436476   1.29112e-07   -0.00437664   0.000811779   -0.00161588   -0.00102394   0.0120167   0.00270841   -0.00324829   -0.00110897   0.000106204   -0.00037237   2.41945e-07   2.0158e-05   1.83463e-06   3.52434e-05   -3.07171e-05   0.000964758   -0.00304   4.32475e-07   2.40955e-07   -8.27964e-08   -6.91337e-05   4.34366e-05   6.85786e-05   7.38866e-06   0.000737455   0.0010908   
